id,DocumentId,Title,OtherProperty,RelType,RelID,RelTitle,RelCType,TextSize,ClusterText,title,Filename,WebPageAddress
COLLECT10125875824,COLLECT10125875824,https://www.washingtonpost.com/national-security/2019/07/11/watch-coast-guardsman-leap-onto-moving-narco-submarine-full-cocaine/,GDELT10286759861562991508765.pdf,None,None,None,None,7918,"The semi-submersible tore through deep Pacific waters filled with thousands of pounds of cocaine, tracked by a Coast Guard surveillance aircraft.  Infamously elusive boats dubbed narco-submarines — cartel-funded ships built in the jungle to haul massive amounts of drugs — have bedeviled Coast Guardsmen tasked with stemming the flow of contraband to the United States.  Most are never spotted, and for years before one was seized, they were dubbed “Bigfoot” — the stuff of rumor and legend.  But on June 18, there was a positive hit on a narco-submarine hundreds of miles off the Colombian and Ecuadoran coast in waters patrolled by the U.S. Coast Guard Cutter Munro. The ship deployed a boarding team on two small boats with a helicopter watching overhead.  Guardsmen, trained in boarding ships, wore helmet cameras recording the moment they ran down the vessel. “Stop your boat! Now!” one roars in Spanish as waves crash against the hull. “That’s going to be hard to get on,” he says. The boarders wore holstered pistols and night-vision goggles to prepare to peer inside the dark hull.  Three Guardsmen slip off the side of their boat onto the 40-foot narco-sub as one boarder pounds on the hatch with his fist. Then, a suspected trafficker emerges and puts his hands up as the Coast Guardsmen scream commands. Then the video ends.  U.S. Coast Guard Cutter Munro crew members inspect a self-propelled semi-submersible on June 19. (U.S. Coast Guard)  Inside was more than 17,000 pounds of cocaine worth an estimated $232 million, said Lt. Cmdr. Stephen Brickey, a spokesman for U.S. Coast Guard Pacific Area.  “They’re like the White Whale,” Brickey told The Washington Post on Thursday, describing narco-subs. “They’re pretty rare. For us to get one, it’s a significant event.”  The Pacific region monitored by the Coast Guard is about the size of the continental United States, Brickey said, likening the mission to a pair of police cars patrolling the country.  Brickey said patrols may encounter a narco-sub once a year or so. Boarding them can be “hairy,” he said — smugglers can be armed, and when caught, they typically open a valve to quickly fill the vessel with water, sending all the drugs and evidence to the ocean floor.  Boarders have one to two minutes to assess if they are on a drug-laced vessel about to sink, Brickey said.  This particular semi-submersible — a ship partially submerged that cannot fully dive like a submarine — was sunk by the Coast Guard, Brickey said. The alleged smugglers were taken for prosecution by the DEA.  The haul from the June seizure was set to be offloaded Thursday during an event with Vice President Pence in attendance, part of 14 separate seizures of drugs worth a combined $569 million, the Coast Guard said. The seizures occurred off the coasts of Mexico, Central and South America.  The U.S. Coast Guard supervises the intentional sinking of suspected drug-smuggling boats on May 17. (U.S. Coast Guard)  About 80 percent of drugs that enter the United States come from the Pacific corridor, Brickey said, and authorities stop around 11 percent of semi-submersibles. In 2009, The Post reported that more than a third of Colombian cocaine that ultimately arrived in the United States was smuggled into submersibles bound for Central America and Mexico.  Read more:

Comment s Alex Horton Alex Horton is a general assignment reporter for The Washington Post. He previously covered the military and national security for Stars and Stripes, and served in Iraq as an Army infantryman. Follow  Sign up for email updates from the ""Confronting the Caliphate"" series.
",,,https://www.washingtonpost.com/national-security/2019/07/11/watch-coast-guardsman-leap-onto-moving-narco-submarine-full-cocaine/
COLLECT10126151372,COLLECT10126151372,Watch Coast Guardsman leap onto moving submarine 14088627,GDELT7283347971563064593670.pdf,None,None,None,None,8482,"Watch Coast Guardsman leap onto moving submarine in Pacific  Alex Horton, The Washington Post Published 2:02 pm CDT, Thursday, July 11, 2019 Watch Coast Guardsman leap onto moving submarine in Pacific U.S. Coast Guard Cutter Munro (WMSL 755) crew members board a self-propelled semi-submersible suspected drug smuggling vessel June 18, 2019, while operating in international waters of the Eastern Pacific Ocean. Now Playing: Watch Coast Guardsman leap onto moving submarine in Pacific AD:  U.S. Coast Guard Cutter Munro (WMSL 755) crew members board a self-propelled semi-submersible suspected drug smuggling vessel June 18, 2019, while operating in international waters of the Eastern Pacific Ocean. Media: US Coast Guard  The semisubmersible filled with thousands of pounds of cocaine tore through deep Pacific waters, ultimately bound for the United States, tracked by a Coast Guard surveillance aircraft.  Infamously elusive boats dubbed narco-submarines - cartel-funded ships built in the jungle to haul massive amounts of drugs - have bedeviled Coast Guardsmen tasked with stemming the flow of contraband. Most are never spotted.  But on June 18, there was a positive hit on a narco-submarine hundreds of miles off the Colombian and Ecuadoran coast in waters patrolled by the U.S. Coast Guard Cutter Munro. The ship deployed a boarding team on two small boats with a helicopter watching overhead.  Coastguardsmen from the U.S. Coast Guard Cutter Munro interdict a submersible carrying drugs on June 18, 2019.  Coastguardsmen from the U.S. Coast Guard Cutter Munro interdict a submersible carrying drugs on June 18, 2019. Photo: US Coast Guard  Photo: US Coast Guard

Image 1 of 58  Coastguardsmen from the U.S. Coast Guard Cutter Munro interdict a submersible carrying drugs on June 18, 2019.  Coastguardsmen from the U.S. Coast Guard Cutter Munro interdict a submersible carrying drugs on June 18, 2019. Photo: US Coast Guard Watch Coast Guardsman leap onto moving submarine in Pacific 1  /  58

Guardsmen, trained in boarding ships, wore helmet camera videos recording the moment they ran down the vessel. ""Stop your boat! Now!"" one roars in Spanish as waves crash against the hull. ""That's going to be hard to get on,"" he says. The boarders wore holstered pistols and night-vision goggles to prepare to peer inside the dark hull.  Three Guardsmen slip off the side of their boat onto the 40-foot narco-sub as one boarder pounds on the hatch with his fist. Then, a suspected trafficker emerges and puts his hands up as the Coast Guardsmen scream commands. Then the video ends.  Inside was more than 17,000 pounds of cocaine, estimated to be worth $232 million, said Lt. Commander Stephen Brickey, a spokesman for U.S. Coast Guard Pacific Area.  ""They're like the White Whale,"" Brickey told The Washington Post on Thursday, describing narco-subs. ""They're pretty rare. For us to get one, it's a significant event."" The Pacific region monitored by the Coast Guard is about the size of the continental U.S., Brickey said, likening the mission to a pair of police cars patrolling the country.  Brickey said patrols may encounter a narco-sub once a year or so. Boarding them can be ""hairy,"" he said - smugglers can be armed, and when caught, they typically open a valve to quickly fill the vessel with water, sending all the drugs and evidence to the ocean floor.  Boarders have one to two minutes to assess whether they are on a drug-laced vessel about to sink, Brickey said.  This particular semisubmersible - a ship partially submerged that cannot fully dive like a submarine - was sunk by the Coast Guard, Brickey said. The alleged smugglers were taken for prosecution by the DEA.  The haul from the June seizure was set to be offloaded Thursday during an event with Vice President Mike Pence in attendance, part of 14 separate seizures of drugs worth a combined $569 million, the Coast Guard said. The seizures occurred off the coasts of Mexico, Central America and South America.  About 80% of drugs that enter the U.S. come from the Pacific corridor, Brickey said, and authorities stop about 11% of semisubmersibles. In 2009, The Washington Post reported that more than a third of Colombian cocaine that ultimately arrived in the U.S. was smuggled into submersibles bound for Central America and Mexico. Recent News
",,,https://www.thetelegraph.com/news/article/Watch-Coast-Guardsman-leap-onto-moving-submarine-14088627.php
COLLECT10125888300,COLLECT10125888300,https://www.cbsnews.com/news/dramatic-video-shows-coast-guard-nabbing-suspected-drug-smuggling-submarine-in-june/,GDELT18214413601563006491544.pdf,None,None,None,None,7137,"By Bryce Klehm  July 12, 2019 / 11:24 AM / CBS News Suspected drug-smuggling vessel boarded  Dramatic video  released by the U.S. Coast Guard shows an interdiction team at sea, shouting in Spanish while forcibly boarding a ""homemade"" submarine alleged to be carrying thousands of pounds of drugs. In the video from June 18, members of the team are seen pounding on the hatch until one of the suspected smugglers emerges with his hands up. According to the Coast Guard, the vessel was seized by crew from the Coast Guard Cutter Munro.  The drugs seized during the dramatic boarding are among the estimated $569 million in drugs seized from the Pacific that were offloaded Thursday in San Diego, according to Coast Guard officials. In total, the Coast Guard seized 39 tons of cocaine and nearly 1,000 pounds of marijuana from drug smuggling vessels in the Eastern Pacific between May and July of this year.  Vice President Mike Pence attended the offloading of the drugs Thursday. In a speech, Pence praised the Coast Guard's work, saying, ""Make no mistake about it, Coasties, your courageous service is saving American lives."" Trending News

According to the release, ""The drugs represent 14 separate suspected drug smuggling vessel interdictions and disruptions off the coasts of Mexico, Central and South America by three Coast Guard cutters between May and July 2019.""  In a press briefing Thursday, Special Agent James Spero of U.S. Homeland Security Investigations announced that 55 suspected smugglers had been detained along with the drugs that were seized. He added that the seizures were a part of Operation Panama Express, a multiagency effort to stem the drug flow into the U.S. Most of the cocaine and marijuana offloaded Thursday will be used as evidence for investigations in Tampa.  Although the boats and submarines interdicted were in international waters, Spero noted that law enforcement is able to inspect the vessels because they ""are not flying a country's flag.""  The drug and vessel seizures are only the beginning of a long investigation, according to Spero. After the suspected smugglers onboard the vessels are detained and interviewed, the multiagency task force starts developing ""second-tier targets -- those responsible for the shipment and the building of the boats"" with the ultimate goal of ""dismantling the organization.""  When asked if the seizures were unusual, Spero said that ""homemade"" submarine seizures are ""not all that unusual,"" and added that the Coast Guard ""sees this amount of drugs every couple of months.""  First published on July 11, 2019 / 5:01 PM  © 2019 CBS Interactive Inc. All Rights Reserved. U.S.
",,,https://www.cbsnews.com/news/dramatic-video-shows-coast-guard-nabbing-suspected-drug-smuggling-submarine-in-june/
COLLECT10125875823,COLLECT10125875823,Watch Coast Guardsman leap onto moving submarine 14088627,GDELT19341957331562991508069.pdf,None,None,None,None,8483,"Watch Coast Guardsman leap onto moving submarine in Pacific  Alex Horton, The Washington Post Published 12:02 pm PDT, Thursday, July 11, 2019 Watch Coast Guardsman leap onto moving submarine in Pacific U.S. Coast Guard Cutter Munro (WMSL 755) crew members board a self-propelled semi-submersible suspected drug smuggling vessel June 18, 2019, while operating in international waters of the Eastern Pacific Ocean. Now Playing: Watch Coast Guardsman leap onto moving submarine in Pacific AD:  U.S. Coast Guard Cutter Munro (WMSL 755) crew members board a self-propelled semi-submersible suspected drug smuggling vessel June 18, 2019, while operating in international waters of the Eastern Pacific Ocean. Media: US Coast Guard  The semisubmersible filled with thousands of pounds of cocaine tore through deep Pacific waters, ultimately bound for the United States, tracked by a Coast Guard surveillance aircraft.  Infamously elusive boats dubbed narco-submarines - cartel-funded ships built in the jungle to haul massive amounts of drugs - have bedeviled Coast Guardsmen tasked with stemming the flow of contraband. Most are never spotted.  But on June 18, there was a positive hit on a narco-submarine hundreds of miles off the Colombian and Ecuadoran coast in waters patrolled by the U.S. Coast Guard Cutter Munro. The ship deployed a boarding team on two small boats with a helicopter watching overhead.  Coastguardsmen from the U.S. Coast Guard Cutter Munro interdict a submersible carrying drugs on June 18, 2019.  Coastguardsmen from the U.S. Coast Guard Cutter Munro interdict a submersible carrying drugs on June 18, 2019. Photo: US Coast Guard  Photo: US Coast Guard

Image 1 of 58  Coastguardsmen from the U.S. Coast Guard Cutter Munro interdict a submersible carrying drugs on June 18, 2019.  Coastguardsmen from the U.S. Coast Guard Cutter Munro interdict a submersible carrying drugs on June 18, 2019. Photo: US Coast Guard Watch Coast Guardsman leap onto moving submarine in Pacific 1  /  58

Guardsmen, trained in boarding ships, wore helmet camera videos recording the moment they ran down the vessel. ""Stop your boat! Now!"" one roars in Spanish as waves crash against the hull. ""That's going to be hard to get on,"" he says. The boarders wore holstered pistols and night-vision goggles to prepare to peer inside the dark hull.  Three Guardsmen slip off the side of their boat onto the 40-foot narco-sub as one boarder pounds on the hatch with his fist. Then, a suspected trafficker emerges and puts his hands up as the Coast Guardsmen scream commands. Then the video ends.  Inside was more than 17,000 pounds of cocaine, estimated to be worth $232 million, said Lt. Commander Stephen Brickey, a spokesman for U.S. Coast Guard Pacific Area.  ""They're like the White Whale,"" Brickey told The Washington Post on Thursday, describing narco-subs. ""They're pretty rare. For us to get one, it's a significant event."" The Pacific region monitored by the Coast Guard is about the size of the continental U.S., Brickey said, likening the mission to a pair of police cars patrolling the country.  Brickey said patrols may encounter a narco-sub once a year or so. Boarding them can be ""hairy,"" he said - smugglers can be armed, and when caught, they typically open a valve to quickly fill the vessel with water, sending all the drugs and evidence to the ocean floor.  Boarders have one to two minutes to assess whether they are on a drug-laced vessel about to sink, Brickey said.  This particular semisubmersible - a ship partially submerged that cannot fully dive like a submarine - was sunk by the Coast Guard, Brickey said. The alleged smugglers were taken for prosecution by the DEA.  The haul from the June seizure was set to be offloaded Thursday during an event with Vice President Mike Pence in attendance, part of 14 separate seizures of drugs worth a combined $569 million, the Coast Guard said. The seizures occurred off the coasts of Mexico, Central America and South America.  About 80% of drugs that enter the U.S. come from the Pacific corridor, Brickey said, and authorities stop about 11% of semisubmersibles. In 2009, The Washington Post reported that more than a third of Colombian cocaine that ultimately arrived in the U.S. was smuggled into submersibles bound for Central America and Mexico. Most Popular
",,,https://www.sfgate.com/news/article/Watch-Coast-Guardsman-leap-onto-moving-submarine-14088627.php
COLLECT10126329493,COLLECT10126329493,coast guard rescues 12 in terrebonne parish,GDELT-9530350171563196417852.pdf,"Child,Child,Child,Child,Child,Child,Child,Child,Child,Child,Child","COLLECT10126380099,COLLECT10126380179,COLLECT10126380193,COLLECT10126380646,COLLECT10126380647,COLLECT10126380653,COLLECT10126380654,COLLECT10126380662,COLLECT10126380682,COLLECT10126380683,COLLECT10126380888","859028171: 073: Provide humanitarian aid,859028251: 160: Reduce relations\, not specified below,859028265: 160: Reduce relations\, not specified below,859028718: 020: Make an appeal or request\, not specified below,859028719: 020: Make an appeal or request\, not specified below,859028725: 060: Engage in material cooperation\, not specified below,859028726: 073: Provide humanitarian aid,859028734: 020: Make an appeal or request\, not specified below,859028754: 073: Provide humanitarian aid,859028755: 073: Provide humanitarian aid,859028960: 020: Make an appeal or request\, not specified below","GDELTEvent,GDELTEvent,GDELTEvent,GDELTEvent,GDELTEvent,GDELTEvent,GDELTEvent,GDELTEvent,GDELTEvent,GDELTEvent,GDELTEvent",7550,"Jul 13, 2019 at 7:19 AM Jul 13, 2019 at 4:24 PM   Eleven residents and two pets were evacuated from Isle de Jean Charles Saturday morning along with one resident experiencing a medical emergency in the Dulac area, a Coast Guard spokesperson said.  The Coast Guard rescued a total of 12 people stranded or in need of emergency help as Tropical Storm Barry swept through Terrebonne Parish.  Eleven residents and two pets were evacuated from Isle de Jean Charles Saturday morning along with one resident experiencing a medical emergency in the Dulac area, a Coast Guard spokesperson said.  The Isle de Jean Charles residents were evacuated by Coast Guard helicopters and taken to the Houma-Terrebonne Airport. A response boat was dispatched from Morgan City but ultimately not used during the rescue operations.  Initial reports came in around 4:30 a.m. of people in distress along Island Road, the only way in and out of Isle de Jean Charles, a Coast Guard spokesperson said.  The Terrebonne Parish Sheriff’s Office initially planned to dispatch its Water Patrol but called the Coast Guard for assistance because weather conditions were too dangerous.  “We dispatched a Water Patrol agent so that a rescue by boat could be done,” Sheriff Jerry Larpenter said. “With the weather conditions at that time, particularly in darkness, the risk for that plan was too great both for deputies and for the people they would rescue.”  Initial reports stated five houses along the island were underwater, a Coast Guard spokesperson said.  Island Road remained entirely underwater Saturday. The area was included in a voluntary evacuation order issued by the parish.  As the storm continued to progress, Larpenter and Coast Guard Rear Adm. Paul Thomas urged residents to pay attention to local officials’ warning and take the storm seriously.  “We have a good working relationship with the Coast Guard, which makes this kind of cooperative effort possible,” Larpenter said.  “The longer someone waits the more the lives of their potential rescuers are put in danger, as well as their own,” Larpenter said. “I’m glad everybody ended up safe. But, this community’s residents are well aware that they are vulnerable to strong south winds, let alone a tropical system. Yet these individuals waited until the very last minute to call for help, rather than make plans to leave well before, when two Coast Guard helicopters and our boats would not have been necessary.”  With the medical emergency in Dulac, a 77-year-old man was evacuated by helicopter to the Houma airport and brought to an area hospital, Thomas said. He is now in stable condition, a Coast Guard spokesperson said.  “First, take this storm seriously. Our capabilities deteriorate as conditions deteriorate. Hang on and we’ll get there as soon as we can,” Thomas said from a news conference in New Orleans.  “Though we are the best, in some conditions its not safe to put air and boat crews in jeopardy,” he said. “As the storm moves north, we will come in from the south.”  If an emergency situation does arise, the best way to get help is by calling 911, Thomas said. Even calling the Coast Guard directly is not the best way to get emergency help.  While the storm made landfall Saturday afternoon, personnel were preparing for the long haul, he said.  About 20 aircraft crews and 30 boat teams are staged around south Louisiana ready to respond when needed. Many of those are the same response teams that moved in after Hurricane Harvey, Thomas said.  Staff Writer Julia Arenstam can be reached at 448-7636 or julia.arenstam@houmatoday.com. Follow her on Twitter at @JuliaArenstam. Never miss a story
",,,https://www.houmatoday.com/news/20190713/coast-guard-rescues-12-in-terrebonne-parish
COLLECT10125882149,COLLECT10125882149,Image 2 - Watch Coast Guardsman leap onto moving submarine 14088627,GDELT3161151071562998592014_2.jpg,None,None,None,None,3217,"This document has no article text.
",50789_GDELT3161151071562998592014_2.jpg,50789_GDELT3161151071562998592014_2.jpg,
COLLECT10125882147,COLLECT10125882147,Image 0 - Watch Coast Guardsman leap onto moving submarine 14088627,GDELT3161151071562998592014_0.jpg,None,None,None,None,3217,"This document has no article text.
",22982_GDELT3161151071562998592014_0.jpg,22982_GDELT3161151071562998592014_0.jpg,
COLLECT10126145435,COLLECT10126145435,Image 0 - Watch Coast Guardsman leap onto moving submarine 14088627,GDELT-9791844941563060553110_0.jpg,None,None,None,None,3219,"This document has no article text.
",16711_GDELT-9791844941563060553110_0.jpg,16711_GDELT-9791844941563060553110_0.jpg,
COLLECT10125835131,COLLECT10125835131,55 cubans haitians nabbed in us immigration sweep_169565?profile=1338&template=MobileArticle,GDELT-2524137071562948632243.pdf,Child,COLLECT10125835319,Image 0 - 55 cubans haitians nabbed in us immigration sweep_169565?profile=1338&template=MobileArticle,Attachment,5941,"55 Cubans, Haitians nabbed in US immigration sweep Thursday, July 11, 2019  FLORIDA, USA (CMC) — The United States Coast Guard says it has detained more than 50 migrants from Haiti and Cuba during the July 4 holiday weekend from two separate interdictions in the Caribbean Sea.  The US Coast Guard said it had received notification regarding a disabled vessel with more than 20 people aboard, 130 miles north-east of Jacksonville, Florida.  “The crew of the Coast Guard cutter Seneca was diverted to the scene and interdicted 22 Haitian migrants, 17 males, four females and one child, due to safety concerns with the vessel,” the Coast Guard said.  It said that last Saturday another notification was received, indicating that a 24-foot wooden rustic vessel was found 27 miles south of Key West, Florida.  The Coast Guard said that 33 Cuban migrants, including 27 males were detained as a result.  “The Coast Guard continues to maintain a focused and coordinated effort with multiple agency assets to interdict any attempt to dangerously and unlawfully immigrate by sea to the United States,” said Commander Michael Vega, Coast Guard 7th District enforcement branch.  “Those who are interdicted at sea attempting to illegally immigrate will be repatriated to their country in accordance with existing US immigration policy,” he added.  The US Coast Guard said about 3,027 Haitian migrants have attempted to illegally enter the US since the start of the year, compared to 2,727 Haitian migrants last year.  It also said 394 Cuban migrants have attempted to illegally enter the US as compared to 384 last year.    SHARE THIS:
",,,http://m.jamaicaobserver.com/news/55-cubans-haitians-nabbed-in-us-immigration-sweep_169565?profile=1338&template=MobileArticle
COLLECT10124592647,COLLECT10124592647,https://www.azcentral.com/story/travel/2019/07/04/carnival-crew-member-overboard-northwest-cuba-search-underway/1653289001/,GDELT-17484105761562426820887.pdf,"Child,Child","COLLECT10124592918,COLLECT10124707155","Image 0 - https://www.azcentral.com/story/travel/2019/07/04/carnival-crew-member-overboard-northwest-cuba-search-underway/1653289001/,857218282: 090: Investigate\, not specified below","Attachment,GDELTEvent",6027,"Carnival crew member overboard 30 miles northwest of Cuba; Coast Guard search underway  The Coast Guard is searching for a 37-year-old crew member who fell overboard from the cruise ship Carnival Victory northwest of Cuba. Post to Facebook Carnival crew member overboard 30 miles northwest of Cuba; Coast Guard search underway The Coast Guard is searching for a 37-year-old crew member who fell overboard from the cruise ship Carnival Victory northwest of Cuba. Check out this story on azcentral.com: https://www.usatoday.com/story/travel/2019/07/04/carnival-crew-member-overboard-northwest-cuba-search-underway/1653289001/ Cancel Send Sent!  A link has been sent to your friend's email address. Posted!

MIAMI — The search continued Friday morning for a 37-year-old man who fell overboard from the cruise ship Carnival Victory.  Crew members aboard the Coast Guard Cutter Charles Sexton searched throughout  the night, according to Petty Officer 3rd Class Brandon Murray. A Coast Guard Air Station Miami HC-144 Ocean Sentry airplane rejoined the search at daylight Friday.  Coast Guard 7th District watchstanders received a report Thursday from the Carnival Victory that a crew member had fallen overboard about 30 miles northwest of Cuba.  Both the HC-144 and the cutter Charles Sexton searched the area Thursday.  According to Carnival's website, the Victory is based out of Miami.

Other incidents aboard cruise ships  In December, an  autistic man disappeared from a Carnival cruise ship after climbing a railing along the side of the vessel and went overboard, according to Carnival.  More:    Autistic man who went overboard on Carnival ship may have wanted to swim, family says  The incident took place on the 2,052-passenger Carnival Fantasy, which was on a five-night cruise out of Mobile, Alabama. The vessel was in the Gulf of Mexico at the time.  The reason the man — identified by his family as 22-year-old Luke Renner of Johns Creek, Georgia — jumped from the ship is unknown. But in a short statement, Carnival said his family believed he thought he was going swimming.
",,,https://www.azcentral.com/story/travel/2019/07/04/carnival-crew-member-overboard-northwest-cuba-search-underway/1653289001/
COLLECT10124803841,COLLECT10124803841,be vigilant when securing lines,GDELT1890756341562513887007.pdf,"Child,Child,Child,Child,Child,Child,Child,Child,Child,Child,Child,Child","COLLECT10124804072,COLLECT10124804074,COLLECT10124804076,COLLECT10124804078,COLLECT10124889566,COLLECT10124889567,COLLECT10124889568,COLLECT10124889573,COLLECT10124889574,COLLECT10124889575,COLLECT10124889862,COLLECT10124889863","Image 0 - be vigilant when securing lines,Image 1 - be vigilant when securing lines,Image 2 - be vigilant when securing lines,Image 3 - be vigilant when securing lines,857428805: 073: Provide humanitarian aid,857428806: 090: Investigate\, not specified below,857428807: 090: Investigate\, not specified below,857428812: 090: Investigate\, not specified below,857428813: 090: Investigate\, not specified below,857428814: 090: Investigate\, not specified below,857429101: 073: Provide humanitarian aid,857429102: 090: Investigate\, not specified below","Attachment,Attachment,Attachment,Attachment,GDELTEvent,GDELTEvent,GDELTEvent,GDELTEvent,GDELTEvent,GDELTEvent,GDELTEvent,GDELTEvent",6574,"ADVERTISEMENT Thanks for watching! Visit Website  In Washington state alone, Coast Guard personnel spend 600 hours every month responding to unmanned boats that are adrift—and those Pacific Northwest personnel are far from alone. In November, the Coast Guard engaged a Jayhawk air crew, Coast Guard Cutter and Ocean Sentry air crew to resolve the mystery of a 30-foot sailboat adrift in the Gulf of Mexico. Also in November, the Coast Guard spent nearly six hours searching Narragansett Bay in Rhode Island after spotting an unmanned 14-foot skiff and fearing the owner had gone overboard into the frigid waters. (He was safe and warm at home.) In late January, the Coast Guard sent out a 140-foot icebreaker and a 65-foot icebreaking tug to handle a half dozen vessels that had broken loose on the Hudson River near Troy, New York.  USCG responds to a boat that is adrift.  The best-case scenario with a vessel adrift, Ettinger says, is that the Coast Guard can locate the owner and focus solely on the boat. “If there’s a registration on a vessel, and the owner answers a phone, then the case is over in maybe 15 minutes,” he says. “We say, ‘Hey, we found your boat, is everybody OK?’ They say, ‘We tied it up last night,’ and we say, ‘Well, it’s not tied up anymore. You have to come and get it.’”  Agency resources also become strained when boats break free and create a pollution problem. “If a vessel is adrift with oil on board and ends up on the rocks and breaks apart, now you have oil in the water as well,” Ettinger says.  Basic seamanship can go a long way toward keeping a boat where it belongs, whether tied to a mooring ball or a dock. For starters, all boaters should regularly inspect lines and replace any that are worn or weathered. Also double-check the vessel’s registration, to make sure it contains updated contact information. If strong winds are in the forecast, go to the boat and redouble any standard seamanship efforts. “Before gale warnings come in, go down to your boat and make sure all your lines are properly tied,” Ettinger says. “If you’re using a bow and stern line, double those lines up. Another common thing for smaller vessels, many people just take them out of the water, bring them up on shore and flip them upside down. But the minute the wind picks up, those aluminum and wood boats are going to end up in the water. Take the time to tie it down, or take it into a shed for the winter.”  These measures will help the Coast Guard return a boat, and enable the agency to determine if a person is truly missing. “This is all prudent seamanship, but I think people get complacent,” Ettinger says. “We need a little vigilance, especially before the bad weather comes.”
",,,https://www.passagemaker.com/trawler-news/be-vigilant-when-securing-lines
COLLECT10126201128,COLLECT10126201128,https://www.cleveland19.com/2019/07/13/coast-guard-rescues-people-trapped-by-flooding-near-new-orleans/,GDELT1245107051563123202019.pdf,"Child,Child,Child,Child","COLLECT10126201379,COLLECT10126201382,COLLECT10126201383,COLLECT10126201384","Image 0 - https://www.cleveland19.com/2019/07/13/coast-guard-rescues-people-trapped-by-flooding-near-new-orleans/,Image 1 - https://www.cleveland19.com/2019/07/13/coast-guard-rescues-people-trapped-by-flooding-near-new-orleans/,Image 2 - https://www.cleveland19.com/2019/07/13/coast-guard-rescues-people-trapped-by-flooding-near-new-orleans/,Image 3 - https://www.cleveland19.com/2019/07/13/coast-guard-rescues-people-trapped-by-flooding-near-new-orleans/","Attachment,Attachment,Attachment,Attachment",4899,"Coast Guard rescues people trapped by flooding near New Orleans Coast Guard updates on Terrebonne Parish rescue July 13, 2019 at 10:16 AM EDT - Updated July 13 at 12:31 PM  NEW ORLEANS (Gray News) - The U.S. Coast Guard said it and area agencies rescued people in flooded areas in Terrebonne Parish, La. on Saturday.  The Coast Guard Sector New Orleans received an initial report at approximately 4:30 a.m. of 12 people in distress due to flooding, it stated in a news release.  Coast Guard Marine Safety Unit Morgan City launched a 24-foot response boat crew and Coast Guard Air Station New Orleans launched a MH-65 Dolphin Helicopter aircrew.  The aircrew hoisted four people and their cat and took them to Houma Airport.  The Coast Guard warned residents that hurricanes and tropical storms can be deadly, and their ability to conduct rescues diminish as Tropical Storm Barry approaches landfall. They may be unable to perform rescues at the height of the storm.  The public should be prepared, stay informed, heed storm warnings, and evacuate flood-prone areas if it is still safe to do so, they stated.  Copyright 2019 Gray Television Group, Inc. All rights reserved. 76 Currently in Cleveland, OH Full Forecast Sponsored By RECENT CONTENT
",,,https://www.cleveland19.com/2019/07/13/coast-guard-rescues-people-trapped-by-flooding-near-new-orleans/
COLLECT10126159942,COLLECT10126159942,coast guard crew returns to san diego with dollar569 million worth of seized drugs,GDELT-1908006371563073679305.pdf,None,None,None,None,4789,"Coast Guard crew returns to San Diego with $569 million worth of seized drugs Three Coast Guard cutters intercepted 14 drug-smuggling vessels between May and July 2019.  Thursday, July 11th 2019, 4:38 PM EDT by Emma Green Updated : Thursday, July 11th 2019, 4:46 PM EDT  ALAMEDA, Calif. – Vice President Mike Pence is scheduled to attend a Coast Guard drug offload Thursday in San Diego following two months of drug-smuggling disruptions.  The crew of the Coast Guard Cutter Munro will unload more than 39,000 pounds of cocaine and 933 pounds of marijuana. Their street value is estimated to be $569 million.   These drugs were seized in international waters in the Eastern Pacific Ocean, off the coasts of Mexico, Central and South America. Three Coast Guard cutters intercepted 14 drug-smuggling vessels between May and July 2019. 
",,,https://www.nbc-2.com/story/40778907/coast-guard-crew-returns-to-san-diego-with-dollar569-million-worth-of-seized-drugs
